NCU08042.7	NCU03181.7	+
NCU08042.7	NCU03328.7	+
NCU08042.7	NCU03329.7	+
NCU08042.7	NCU03433.7	+
NCU08042.7	NCU03725.7	+
NCU08042.7	NCU03982.7	+
NCU08042.7	NCU04127.7	+
NCU08042.7	NCU04494.7	+
NCU08042.7	NCU04854.7	+
NCU08042.7	NCU04952.7	+
NCU08042.7	NCU04997.7	+
NCU08042.7	NCU05056.7	+
NCU08042.7	NCU05057.7	+
NCU08042.7	NCU05104.7	+
NCU08042.7	NCU05121.7	+
NCU08042.7	NCU05501.7	+
NCU08042.7	NCU05598.7	+
NCU08042.7	NCU05751.7	+
NCU08042.7	NCU05842.7	+
NCU08042.7	NCU05855.7	+
NCU08042.7	NCU05864.7	+
NCU08042.7	NCU05924.7	+
NCU08042.7	NCU05955.7	+
NCU08042.7	NCU06333.7	+
NCU08042.7	NCU06607.7	+
NCU08042.7	NCU07143.7	+
NCU08042.7	NCU07326.7	+
NCU08042.7	NCU07336.7	+
NCU08042.7	NCU07339.7	+
NCU08042.7	NCU07340.7	+
NCU08042.7	NCU07487.7	+
NCU08042.7	NCU07760.7	+
NCU08042.7	NCU07897.7	+
NCU08042.7	NCU07898.7	+
NCU08042.7	NCU07979.7	+
NCU08042.7	NCU08043.7	+
NCU08042.7	NCU08176.7	+
NCU08042.7	NCU08379.7	+
NCU08042.7	NCU08398.7	+
NCU08042.7	NCU08624.7	+
NCU08042.7	NCU08687.7	+
NCU08042.7	NCU08760.7	+
NCU08042.7	NCU08785.7	+
NCU08042.7	NCU08897.7	+
NCU08042.7	NCU09098.7	+
NCU08042.7	NCU09223.7	+
NCU08042.7	NCU09265.7	+
NCU08042.7	NCU09416.7	+
NCU08042.7	NCU09485.7	+
NCU08042.7	NCU09491.7	+
NCU08042.7	NCU09523.7	+
NCU08042.7	NCU09524.7	+
NCU08042.7	NCU09582.7	+
NCU08042.7	NCU09664.7	+
NCU08042.7	NCU09680.7	+
NCU08042.7	NCU09764.7	+
NCU08042.7	NCU09774.7	+
NCU08042.7	NCU09775.7	+
NCU08042.7	NCU10045.7	+
NCU08042.7	NCU10383.7	+
NCU08042.7	NCU10521.7	+
NCU08042.7	NCU10721.7	+
NCU08042.7	NCU11068.7	+
NCU08042.7	NCU11198.7	+
NCU08042.7	NCU11278.7	+
NCU08042.7	NCU11342.7	+
NCU08042.7	NCU11542.7	+
NCU08042.7	NCU11722.7	+
